driverStandingsId,raceId,driverId,points,position,positionText,wins
66918,913,20,124.0,5,5,0
66919,913,1,241.0,1,1,7
66922,913,817,181.0,3,3,3
66927,914,4,133.0,5,5,0
66928,914,822,130.0,6,6,0
66930,914,8,45.0,11,11,0
66933,914,815,46.0,10,10,0
66941,914,20,139.0,4,4,0
66942,914,1,266.0,1,1,8
66945,914,817,193.0,3,3,3
66950,915,4,141.0,6,6,0
66951,915,822,145.0,4,4,0
66953,915,8,47.0,12,12,0
66956,915,815,47.0,11,11,0
66964,915,20,143.0,5,5,0
66965,915,1,291.0,1,1,9
66968,915,817,199.0,3,3,3
66973,916,4,149.0,6,6,0
66974,916,822,155.0,4,4,0
66976,916,8,47.0,12,12,0
66979,916,815,47.0,11,11,0
66987,916,20,149.0,5,5,0
66988,916,1,316.0,1,1,10
66991,916,817,214.0,3,3,3
66996,917,4,157.0,5,5,0
66997,917,822,156.0,6,6,0
66999,917,8,53.0,11,11,0
67002,917,815,47.0,12,12,0
67010,917,20,159.0,4,4,0
67011,917,1,334.0,1,1,10
67014,917,817,214.0,3,3,3
67019,918,4,161.0,6,6,0
67020,918,822,186.0,4,4,0
67022,918,8,55.0,12,12,0
67025,918,815,59.0,10,10,0
67033,918,20,167.0,5,5,0
67034,918,1,384.0,1,1,11
67037,918,817,238.0,3,3,3
67201,926,822,0.0,18,18,0
67195,926,8,0.0,12,12,0
67202,933,1,169.0,1,1,4
67196,926,830,0.0,13,13,0
67193,926,815,1.0,10,10,0
67192,926,832,2.0,9,9,0
67189,926,817,8.0,6,6,0
67186,926,20,15.0,3,3,0
67184,926,1,25.0,1,1,1
67058,927,1,43.0,1,1,1
67060,927,20,40.0,2,2,1
67063,927,817,9.0,8,8,0
67066,927,832,6.0,11,11,0
67067,927,815,1.0,14,14,0
67069,927,8,12.0,5,5,0
67070,927,830,6.0,10,10,0
67075,927,822,10.0,7,7,0
67077,927,4,0.0,20,20,0
67079,928,1,68.0,1,1,2
67081,928,20,55.0,2,2,1
67084,928,817,11.0,8,8,0
67087,928,832,6.0,12,12,0
67088,928,815,1.0,15,15,0
67090,928,8,24.0,5,5,0
67091,928,830,6.0,11,11,0
67096,928,822,18.0,6,6,0
67098,928,4,0.0,17,17,0
67100,929,1,93.0,1,1,3
67102,929,20,65.0,3,3,1
67105,929,817,19.0,7,7,0
67108,929,832,6.0,12,12,0
67109,929,815,5.0,13,13,0
67111,929,8,42.0,4,4,0
67112,929,830,6.0,11,11,0
67117,929,822,30.0,6,6,0
67119,929,4,0.0,16,16,0
67121,930,1,111.0,1,1,3
67123,930,20,80.0,3,3,1
67126,930,817,25.0,7,7,0
67129,930,832,8.0,10,10,0
67130,930,815,5.0,13,13,0
67132,930,8,52.0,4,4,0
67133,930,830,6.0,11,11,0
67138,930,822,42.0,5,5,0
67140,930,4,0.0,16,16,0
67142,931,1,126.0,1,1,3
67144,931,20,98.0,3,3,1
67147,931,817,35.0,7,7,0
67150,931,832,9.0,12,12,0
67151,931,815,11.0,11,11,0
67153,931,8,60.0,4,4,0
67154,931,830,6.0,14,14,0
67159,931,822,42.0,5,5,0
67161,931,4,0.0,17,17,0
67163,932,1,151.0,1,1,4
67165,932,20,108.0,3,3,1
67168,932,817,35.0,7,7,0
67171,932,832,9.0,13,13,0
67172,932,815,11.0,11,11,0
67174,932,8,72.0,4,4,0
67175,932,830,6.0,14,14,0
67180,932,822,57.0,5,5,0
67182,932,4,0.0,18,18,0
67204,933,20,120.0,3,3,1
67207,933,817,36.0,7,7,0
67210,933,832,9.0,15,15,0
67211,933,815,13.0,12,12,0
67213,933,8,72.0,4,4,0
67214,933,830,10.0,14,14,0
67219,933,822,67.0,5,5,0
67221,933,4,0.0,18,18,0
67223,934,1,194.0,1,1,5
67225,934,20,135.0,3,3,1
67228,934,817,36.0,7,7,0
67231,934,832,9.0,15,15,0
67232,934,815,15.0,12,12,0
67234,934,8,76.0,5,5,0
67235,934,830,10.0,14,14,0
67240,934,822,77.0,4,4,0
67242,934,4,1.0,18,18,0
67244,936,1,202.0,1,1,5
67246,936,20,160.0,3,3,2
67249,936,817,51.0,7,7,0
67252,936,832,9.0,16,16,0
67253,936,815,15.0,13,13,0
67255,936,8,76.0,5,5,0
67256,936,830,22.0,11,11,0
67261,936,822,77.0,4,4,0
67263,936,4,11.0,15,15,0
67265,937,1,227.0,1,1,6
67267,937,20,160.0,3,3,2
67270,937,817,51.0,8,8,0
67273,937,832,9.0,16,16,0
67274,937,815,25.0,11,11,0
67276,937,8,82.0,4,4,0
67277,937,830,26.0,10,10,0
67282,937,822,79.0,6,6,0
67284,937,4,11.0,15,15,0
67286,938,1,252.0,1,1,7
67288,938,20,178.0,3,3,2
67291,938,817,55.0,8,8,0
67294,938,832,9.0,16,16,0
67295,938,815,33.0,10,10,0
67297,938,8,92.0,5,5,0
67298,938,830,26.0,12,12,0
67303,938,822,91.0,6,6,0
67305,938,4,11.0,15,15,0
67307,939,1,252.0,1,1,7
67309,939,20,203.0,3,3,3
67312,939,817,73.0,7,7,0
67315,939,832,11.0,16,16,0
67316,939,815,39.0,9,9,0
67318,939,8,107.0,4,4,0
67319,939,830,30.0,11,11,0
67324,939,822,101.0,5,5,0
67326,939,4,11.0,15,15,0
67370,940,4,11.0,16,16,0
67368,940,822,111.0,5,5,0
67363,940,830,32.0,12,12,0
67359,940,832,12.0,15,15,0
67360,940,815,39.0,10,10,0
67362,940,8,119.0,4,4,0
67356,940,817,73.0,7,7,0
67353,940,20,218.0,3,3,3
67351,940,1,277.0,1,1,8
67522,941,822,111.0,5,5,0
67441,942,20,251.0,2,2,3
67524,941,4,11.0,16,16,0
67439,942,1,327.0,1,1,10
67517,941,830,33.0,12,12,0
67516,941,8,123.0,4,4,0
67514,941,815,54.0,9,9,0
67513,941,832,12.0,15,15,0
67510,941,817,73.0,8,8,0
67507,941,20,236.0,2,2,3
67505,941,1,302.0,1,1,9
67444,942,817,74.0,8,8,0
67447,942,832,18.0,15,15,0
67448,942,815,64.0,9,9,0
67450,942,8,123.0,4,4,0
67451,942,830,45.0,10,10,0
67456,942,822,111.0,5,5,0
67458,942,4,11.0,17,17,0
67461,943,1,345.0,1,1,10
67463,943,20,251.0,3,3,3
67466,943,817,84.0,8,8,0
67469,943,832,18.0,15,15,0
67470,943,815,68.0,9,9,0
67472,943,8,123.0,5,5,0
67473,943,830,47.0,10,10,0
67478,943,822,126.0,4,4,0
67480,943,4,11.0,17,17,0
67483,944,1,363.0,1,1,10
67485,944,20,266.0,3,3,3
67488,944,817,84.0,8,8,0
67491,944,832,18.0,15,15,0
67492,944,815,68.0,9,9,0
67494,944,8,135.0,5,5,0
67495,944,830,49.0,12,12,0
67500,944,822,136.0,4,4,0
67502,944,4,11.0,17,17,0
67527,945,1,381.0,1,1,10
67529,945,20,278.0,3,3,3
67532,945,817,92.0,8,8,0
67535,945,832,18.0,15,15,0
67536,945,815,78.0,9,9,0
67538,945,8,150.0,4,4,0
67539,945,830,49.0,12,12,0
67544,945,822,136.0,5,5,0
67546,945,4,11.0,17,17,0
67732,955,1,117.0,2,2,2
68106,948,4,0.0,21,21,0
68098,948,815,0.0,13,13,0
68103,948,8,0.0,18,18,0
68095,948,830,1.0,10,10,0
68094,948,832,2.0,9,9,0
68093,948,822,4.0,8,8,0
68089,948,817,12.0,4,4,0
68088,948,20,15.0,3,3,0
68087,948,1,18.0,2,2,0
67572,949,1,33.0,2,2,0
67573,949,20,15.0,6,6,0
67574,949,817,24.0,3,3,0
67578,949,822,6.0,11,11,0
67579,949,832,2.0,12,12,0
67580,949,830,9.0,8,8,0
67583,949,815,0.0,17,17,0
67588,949,8,18.0,4,4,0
67591,949,4,0.0,23,23,0
67595,950,1,39.0,2,2,0
67596,950,20,33.0,4,4,0
67597,950,817,36.0,3,3,0
67601,950,822,7.0,10,10,0
67602,950,832,4.0,12,12,0
67603,950,830,13.0,9,9,0
67606,950,815,0.0,15,15,0
67611,950,8,28.0,5,5,0
67614,950,4,0.0,18,18,0
67618,951,1,57.0,2,2,0
67619,951,20,33.0,5,5,0
67620,951,817,36.0,4,4,0
67624,951,822,19.0,9,9,0
67625,951,832,4.0,14,14,0
67626,951,830,13.0,10,10,0
67629,951,815,2.0,15,15,0
67634,951,8,43.0,3,3,0
67637,951,4,8.0,11,11,0
67641,952,1,57.0,3,3,0
67642,952,20,48.0,4,4,0
67643,952,817,48.0,5,5,0
67647,952,822,29.0,8,8,0
67648,952,832,12.0,11,11,0
67649,952,830,38.0,6,6,1
67652,952,815,8.0,13,13,0
67657,952,8,61.0,2,2,0
67660,952,4,8.0,12,12,0
67664,953,1,82.0,2,2,1
67665,953,20,60.0,5,5,0
67666,953,817,66.0,3,3,0
67670,953,822,29.0,8,8,0
67671,953,832,16.0,13,13,0
67672,953,830,38.0,6,6,1
67675,953,815,23.0,9,9,0
67680,953,8,61.0,4,4,0
67683,953,4,18.0,12,12,0
67687,954,1,107.0,2,2,2
67688,954,20,78.0,3,3,0
67689,954,817,72.0,4,4,0
67693,954,822,44.0,7,7,0
67694,954,832,18.0,14,14,0
67695,954,830,50.0,6,6,1
67698,954,815,24.0,9,9,0
67703,954,8,69.0,5,5,0
67706,954,4,18.0,12,12,0
67733,955,20,96.0,3,3,0
67734,955,817,78.0,5,5,0
67738,955,822,52.0,7,7,0
67739,955,832,18.0,14,14,0
67740,955,830,54.0,6,6,1
67743,955,815,39.0,8,8,0
67748,955,8,81.0,4,4,0
67751,955,4,18.0,13,13,0
67755,956,1,142.0,2,2,3
67756,956,20,96.0,3,3,0
67757,956,817,88.0,5,5,0
67761,956,822,54.0,7,7,0
67762,956,832,22.0,12,12,0
67763,956,830,72.0,6,6,1
67766,956,815,39.0,8,8,0
67771,956,8,96.0,4,4,0
67774,956,4,18.0,14,14,0
67778,957,1,167.0,2,2,4
67779,957,20,98.0,5,5,0
67780,957,817,100.0,4,4,0
67784,957,822,54.0,7,7,0
67785,957,832,26.0,12,12,0
67786,957,830,90.0,6,6,1
67789,957,815,47.0,8,8,0
67794,957,8,106.0,3,3,0
67797,957,4,18.0,14,14,0
67801,958,1,192.0,1,1,5
67802,958,20,110.0,5,5,0
67803,958,817,115.0,3,3,0
67807,958,822,56.0,7,7,0
67808,958,832,30.0,10,10,0
67809,958,830,100.0,6,6,1
67812,958,815,47.0,8,8,0
67817,958,8,114.0,4,4,0
67820,958,4,24.0,13,13,0
67824,959,1,217.0,1,1,6
67825,959,20,120.0,5,5,0
67826,959,817,133.0,3,3,0
67830,959,822,58.0,7,7,0
67831,959,832,30.0,11,11,0
67832,959,830,115.0,6,6,1
67835,959,815,48.0,8,8,0
67840,959,8,122.0,4,4,0
67843,959,4,24.0,13,13,0
67847,960,1,232.0,1,1,6
67848,960,20,128.0,4,4,0
67849,960,817,151.0,3,3,0
67853,960,822,62.0,7,7,0
67854,960,832,30.0,12,12,0
67855,960,830,115.0,6,6,1
67858,960,815,58.0,8,8,0
67863,960,8,124.0,5,5,0
67866,960,4,30.0,11,11,0
67869,960,839,0.0,24,24,0
67871,961,1,250.0,1,1,6
67872,961,20,143.0,4,4,0
67873,961,817,161.0,3,3,0
67877,961,822,70.0,7,7,0
67878,961,832,30.0,12,12,0
67879,961,830,121.0,6,6,1
67882,961,815,62.0,8,8,0
67887,961,8,136.0,5,5,0
67890,961,4,30.0,11,11,0
67893,961,839,0.0,24,24,0
67895,962,1,265.0,2,2,6
67896,962,20,153.0,4,4,0
67897,962,817,179.0,3,3,0
67901,962,822,70.0,7,7,0
67902,962,832,30.0,12,12,0
67903,962,830,129.0,6,6,1
67906,962,815,66.0,8,8,0
67911,962,8,148.0,5,5,0
67914,962,4,36.0,11,11,0
67917,962,839,0.0,24,24,0
67919,963,1,265.0,2,2,6
67920,963,20,153.0,5,5,0
67921,963,817,204.0,3,3,1
67925,963,822,80.0,7,7,0
67926,963,832,30.0,12,12,0
67927,963,830,147.0,6,6,1
67930,963,815,74.0,8,8,0
67935,963,8,160.0,4,4,0
67938,963,4,42.0,10,10,0
67941,963,839,0.0,24,24,0
67943,964,1,280.0,2,2,6
67944,964,20,165.0,6,6,0
67945,964,817,212.0,3,3,1
67949,964,822,81.0,7,7,0
67950,964,832,30.0,12,12,0
67951,964,830,165.0,5,5,1
67954,964,815,80.0,8,8,0
67959,964,8,170.0,4,4,0
67962,964,4,42.0,11,11,0
67965,964,839,0.0,24,24,0
68061,965,839,0.0,24,24,0
68058,965,4,52.0,10,10,0
68055,965,8,170.0,5,5,0
68050,965,815,84.0,7,7,0
68047,965,830,165.0,6,6,1
68046,965,832,38.0,12,12,0
68041,965,817,227.0,3,3,1
68045,965,822,81.0,8,8,0
68039,965,1,305.0,2,2,7
68040,965,20,177.0,4,4,0
68110,967,20,197.0,4,4,0
68109,967,1,355.0,2,2,9
68085,966,839,0.0,24,24,0
68082,966,4,52.0,10,10,0
68079,966,8,178.0,5,5,0
68074,966,815,85.0,7,7,0
68071,966,830,177.0,6,6,1
68070,966,832,38.0,12,12,0
68069,966,822,85.0,8,8,0
68065,966,817,242.0,3,3,1
68064,966,20,187.0,4,4,0
68063,966,1,330.0,2,2,8
68111,967,817,246.0,3,3,1
68115,967,822,85.0,8,8,0
68116,967,832,46.0,12,12,0
68117,967,830,192.0,5,5,1
68120,967,815,97.0,7,7,0
68125,967,8,178.0,6,6,0
68128,967,4,53.0,10,10,0
68131,967,839,0.0,23,23,0
68133,968,1,380.0,2,2,10
68134,968,20,212.0,4,4,0
68135,968,817,256.0,3,3,1
68139,968,822,85.0,8,8,0
68140,968,832,46.0,12,12,0
68141,968,830,204.0,5,5,1
68144,968,815,101.0,7,7,0
68149,968,8,186.0,6,6,0
68152,968,4,54.0,10,10,0
68155,968,839,0.0,23,23,0
68162,969,815,6.0,7,7,0
68163,969,832,4.0,8,8,0
68165,969,839,1.0,10,10,0
68167,969,841,0.0,12,12,0
68169,969,4,0.0,14,14,0
68171,969,840,0.0,16,16,0
68172,969,817,0.0,17,17,0
68176,970,20,43.0,1,1,1
68177,970,1,43.0,2,2,1
68178,970,822,23.0,4,4,0
68179,970,8,22.0,5,5,0
68180,970,830,25.0,3,3,0
68182,970,815,8.0,9,9,0
68183,970,832,10.0,7,7,0
68185,970,839,2.0,12,12,0
68187,970,841,0.0,15,15,0
68189,970,4,0.0,19,19,0
68191,970,840,0.0,20,20,0
68192,970,817,12.0,6,6,0
68196,971,20,68.0,1,1,2
68197,971,1,61.0,2,2,1
68198,971,822,38.0,3,3,0
68199,971,8,34.0,4,4,0
68200,971,830,25.0,5,5,0
68202,971,815,14.0,8,8,0
68203,971,832,10.0,9,9,0
68205,971,839,3.0,12,12,0
68207,971,841,0.0,16,16,0
68209,971,4,0.0,19,19,0
68211,971,840,0.0,21,21,0
68212,971,817,22.0,6,6,0
68217,972,20,86.0,1,1,2
68218,972,1,73.0,2,2,1
68219,972,822,63.0,3,3,1
68220,972,8,49.0,4,4,0
68221,972,830,35.0,5,5,0
68223,972,815,22.0,7,7,0
68224,972,832,11.0,9,9,0
68226,972,839,9.0,10,10,0
68228,972,841,0.0,17,17,0
68230,972,4,0.0,20,20,0
68232,972,840,0.0,16,16,0
68233,972,817,22.0,6,6,0
68238,973,20,104.0,1,1,2
68239,973,1,98.0,2,2,2
68240,973,822,63.0,3,3,1
68241,973,8,49.0,4,4,0
68242,973,830,35.0,6,6,0
68244,973,815,34.0,7,7,0
68245,973,832,17.0,10,10,0
68247,973,839,19.0,8,8,0
68249,973,841,0.0,19,19,0
68251,973,4,0.0,18,18,0
68253,973,840,0.0,17,17,0
68254,973,817,37.0,5,5,0
68259,974,20,129.0,1,1,3
68260,974,1,104.0,2,2,2
68261,974,822,75.0,3,3,1
68262,974,8,67.0,4,4,0
68263,974,830,45.0,6,6,0
68265,974,815,34.0,7,7,0
68266,974,832,25.0,8,8,0
68268,974,839,19.0,10,10,0
68270,974,841,0.0,20,20,0
68272,974,4,0.0,19,19,0
68274,974,840,0.0,18,18,0
68275,974,817,52.0,5,5,0
68281,975,20,141.0,1,1,3
68282,975,1,129.0,2,2,3
68283,975,822,93.0,3,3,1
68284,975,8,73.0,4,4,0
68285,975,830,45.0,6,6,0
68287,975,815,44.0,7,7,0
68288,975,832,25.0,9,9,0
68290,975,839,27.0,8,8,0
68292,975,841,0.0,20,20,0
68294,975,4,0.0,19,19,0
68296,975,840,2.0,16,16,0
68297,975,817,67.0,5,5,0
68303,976,20,153.0,1,1,3
68304,976,1,139.0,2,2,3
68305,976,822,111.0,3,3,1
68306,976,8,73.0,5,5,0
68307,976,830,45.0,6,6,0
68309,976,815,44.0,7,7,0
68310,976,832,29.0,9,9,0
68312,976,839,35.0,8,8,0
68314,976,841,0.0,21,21,0
68316,976,4,2.0,17,17,0
68318,976,840,17.0,12,12,0
68319,976,817,92.0,4,4,1
68325,977,20,171.0,1,1,3
68326,977,1,151.0,2,2,3
68327,977,822,136.0,3,3,2
68328,977,8,83.0,5,5,0
68329,977,830,45.0,7,7,0
68331,977,815,50.0,6,6,0
68332,977,832,29.0,9,9,0
68334,977,839,39.0,8,8,0
68336,977,841,0.0,21,21,0
68338,977,4,2.0,17,17,0
68340,977,840,18.0,11,11,0
68341,977,817,107.0,4,4,1
68347,978,20,177.0,1,1,3
68348,978,1,176.0,2,2,4
68349,978,822,154.0,3,3,2
68350,978,8,98.0,5,5,0
68351,978,830,57.0,6,6,0
68353,978,815,52.0,7,7,0
68354,978,832,29.0,9,9,0
68356,978,839,43.0,8,8,0
68358,978,841,0.0,21,21,0
68360,978,4,2.0,17,17,0
68362,978,840,18.0,12,12,0
68363,978,817,117.0,4,4,1
68369,979,20,202.0,1,1,4
68370,979,1,188.0,2,2,4
68371,979,822,169.0,3,3,2
68372,979,8,116.0,5,5,0
68373,979,830,67.0,6,6,0
68375,979,815,56.0,7,7,0
68376,979,832,35.0,9,9,0
68378,979,839,45.0,8,8,0
68380,979,841,0.0,21,21,0
68382,979,4,10.0,15,15,0
68384,979,840,18.0,12,12,0
68385,979,817,117.0,4,4,1
68392,980,20,220.0,1,1,4
68393,980,1,213.0,2,2,5
68394,980,822,179.0,3,3,2
68395,980,8,128.0,5,5,0
68396,980,830,67.0,6,6,0
68398,980,815,56.0,7,7,0
68399,980,832,36.0,9,9,0
68401,980,839,47.0,8,8,0
68403,980,841,0.0,21,21,0
68405,980,4,10.0,15,15,0
68407,980,840,18.0,13,13,0
68408,980,817,132.0,4,4,1
68415,981,20,235.0,2,2,4
68416,981,1,238.0,1,1,6
68417,981,822,197.0,3,3,2
68418,981,8,138.0,5,5,0
68419,981,830,68.0,6,6,0
68421,981,815,58.0,7,7,0
68422,981,832,36.0,9,9,0
68424,981,839,55.0,8,8,0
68426,981,841,0.0,21,21,0
68428,981,4,10.0,15,15,0
68430,981,840,24.0,12,12,0
68431,981,817,144.0,4,4,1
68438,982,20,235.0,2,2,4
68439,982,1,263.0,1,1,7
68440,982,822,212.0,3,3,2
68441,982,8,138.0,5,5,0
68442,982,830,68.0,6,6,0
68444,982,815,68.0,7,7,0
68445,982,832,48.0,9,9,0
68447,982,839,56.0,8,8,0
68449,982,841,0.0,21,21,0
68451,982,4,10.0,15,15,0
68453,982,840,28.0,12,12,0
68454,982,817,162.0,4,4,1
68461,983,20,247.0,2,2,4
68462,983,1,281.0,1,1,7
68463,983,822,222.0,3,3,2
68464,983,8,138.0,5,5,0
68465,983,830,93.0,6,6,1
68467,983,815,76.0,7,7,0
68468,983,832,48.0,9,9,0
68470,983,839,57.0,8,8,0
68472,983,841,0.0,21,21,0
68474,983,4,10.0,16,16,0
68476,983,840,32.0,12,12,0
68477,983,817,177.0,4,4,1
68484,983,842,0.0,22,22,0
68485,984,20,247.0,2,2,4
68486,984,1,306.0,1,1,8
68487,984,822,234.0,3,3,2
68488,984,8,148.0,5,5,0
68489,984,830,111.0,6,6,1
68491,984,815,82.0,7,7,0
68492,984,832,48.0,9,9,0
68494,984,839,65.0,8,8,0
68496,984,841,0.0,21,21,0
68498,984,4,10.0,16,16,0
68500,984,840,32.0,12,12,0
68501,984,817,192.0,4,4,1
68508,984,842,0.0,22,22,0
68509,985,20,265.0,2,2,4
68510,985,1,331.0,1,1,9
68511,985,822,244.0,3,3,2
68512,985,8,163.0,5,5,0
68513,985,830,123.0,6,6,1
68515,985,815,86.0,7,7,0
68516,985,832,54.0,9,9,0
68518,985,839,73.0,8,8,0
68520,985,841,0.0,21,21,0
68522,985,4,10.0,16,16,0
68524,985,840,32.0,12,12,0
68525,985,817,192.0,4,4,1
68532,985,842,0.0,22,22,0
68534,986,20,277.0,2,2,4
68535,986,1,333.0,1,1,9
68536,986,822,262.0,3,3,2
68537,986,8,178.0,5,5,0
68538,986,830,148.0,6,6,2
68540,986,815,92.0,7,7,0
68541,986,832,54.0,9,9,0
68543,986,839,83.0,8,8,0
68545,986,841,0.0,21,21,0
68547,986,4,11.0,16,16,0
68549,986,840,40.0,10,10,0
68550,986,817,192.0,4,4,1
68557,986,842,0.0,22,22,0
68559,987,20,302.0,2,2,5
68560,987,1,345.0,1,1,9
68561,987,822,280.0,3,3,2
68562,987,8,193.0,5,5,0
68563,987,830,158.0,6,6,2
68565,987,815,94.0,7,7,0
68566,987,832,54.0,9,9,0
68568,987,839,83.0,8,8,0
68570,987,841,0.0,22,22,0
68572,987,4,15.0,15,15,0
68574,987,840,40.0,11,11,0
68575,987,817,200.0,4,4,1
68582,987,842,0.0,21,21,0
68584,988,20,317.0,2,2,5
68585,988,1,363.0,1,1,9
68586,988,822,305.0,3,3,3
68587,988,8,205.0,4,4,0
68588,988,830,168.0,6,6,2
68590,988,815,100.0,7,7,0
68591,988,832,54.0,9,9,0
68593,988,839,87.0,8,8,0
68595,988,841,0.0,22,22,0
68597,988,4,17.0,15,15,0
68599,988,840,40.0,12,12,0
68600,988,817,200.0,5,5,1
68607,988,842,0.0,21,21,0
68609,989,20,25.0,1,1,1
68610,989,1,18.0,2,2,0
68611,989,8,15.0,3,3,0
68612,989,817,12.0,4,4,0
68613,989,4,10.0,5,5,0
68614,989,830,8.0,6,6,0
68616,989,822,4.0,8,8,0
68618,989,832,1.0,10,10,0
68619,989,815,0.0,11,11,0
68620,989,839,0.0,12,12,0
68621,989,844,0.0,13,13,0
68622,989,840,0.0,14,14,0
68626,989,842,0.0,18,18,0
68693,990,4,16.0,4,4,0
68694,990,830,8.0,10,10,0
68701,990,844,0.0,16,16,0
68709,992,20,66.0,2,2,2
68706,990,842,12.0,7,7,0
68691,990,8,15.0,5,5,0
68702,990,840,0.0,18,18,0
68700,990,839,1.0,14,14,0
68699,990,815,0.0,15,15,0
68698,990,832,1.0,13,13,0
68696,990,822,22.0,3,3,0
68692,990,817,12.0,8,8,0
68689,990,20,50.0,1,1,2
68690,990,1,33.0,2,2,0
68669,991,20,54.0,1,1,2
68670,991,1,45.0,2,2,0
68671,991,8,30.0,5,5,0
68672,991,817,37.0,4,4,1
68673,991,4,22.0,6,6,0
68674,991,830,18.0,8,8,0
68676,991,822,40.0,3,3,0
68678,991,832,3.0,12,12,0
68679,991,815,0.0,15,15,0
68680,991,839,1.0,14,14,0
68681,991,844,0.0,16,16,0
68682,991,840,0.0,18,18,0
68686,991,842,12.0,9,9,0
68710,992,1,70.0,1,1,1
68711,992,8,48.0,3,3,0
68712,992,817,37.0,5,5,1
68713,992,4,28.0,6,6,0
68714,992,830,18.0,8,8,0
68716,992,822,40.0,4,4,0
68718,992,832,13.0,10,10,0
68719,992,815,15.0,9,9,0
68720,992,839,1.0,17,17,0
68721,992,844,8.0,13,13,0
68722,992,840,4.0,15,15,0
68726,992,842,12.0,11,11,0
68729,993,20,78.0,2,2,2
68730,993,1,95.0,1,1,2
68731,993,8,48.0,4,4,0
68732,993,817,47.0,5,5,1
68733,993,4,32.0,7,7,0
68734,993,830,33.0,6,6,0
68736,993,822,58.0,3,3,0
68738,993,832,19.0,10,10,0
68739,993,815,17.0,11,11,0
68740,993,839,1.0,17,17,0
68741,993,844,9.0,13,13,0
68742,993,840,4.0,15,15,0
68746,993,842,12.0,12,12,0
68749,994,20,96.0,2,2,2
68750,994,1,110.0,1,1,2
68751,994,8,60.0,5,5,0
68752,994,817,72.0,3,3,2
68753,994,4,32.0,7,7,0
68754,994,830,35.0,6,6,0
68756,994,822,68.0,4,4,0
68758,994,832,20.0,9,9,0
68759,994,815,17.0,12,12,0
68760,994,839,9.0,13,13,0
68761,994,844,9.0,14,14,0
68762,994,840,4.0,16,16,0
68766,994,842,18.0,11,11,0
68769,995,20,121.0,1,1,3
68770,995,1,120.0,2,2,2
68771,995,8,68.0,5,5,0
68772,995,817,84.0,4,4,2
68773,995,4,32.0,7,7,0
68774,995,830,50.0,6,6,0
68776,995,822,86.0,3,3,0
68778,995,832,24.0,9,9,0
68779,995,815,17.0,12,12,0
68780,995,839,11.0,13,13,0
68781,995,844,10.0,14,14,0
68782,995,840,4.0,16,16,0
68786,995,842,18.0,11,11,0
68789,996,20,131.0,2,2,3
68790,996,1,145.0,1,1,3
68791,996,8,83.0,5,5,0
68792,996,817,96.0,3,3,2
68793,996,4,32.0,8,8,0
68794,996,830,68.0,6,6,0
68796,996,822,92.0,4,4,0
68798,996,832,28.0,9,9,0
68799,996,815,17.0,12,12,0
68800,996,839,11.0,13,13,0
68801,996,844,11.0,14,14,0
68802,996,840,4.0,16,16,0
68806,996,842,18.0,11,11,0
68809,997,20,146.0,1,1,3
68810,997,1,145.0,2,2,3
68811,997,8,101.0,3,3,0
68812,997,817,96.0,4,4,2
68813,997,4,36.0,8,8,0
68814,997,830,93.0,5,5,1
68816,997,822,92.0,6,6,0
68818,997,832,28.0,10,10,0
68819,997,815,23.0,11,11,0
68820,997,839,19.0,12,12,0
68821,997,844,13.0,14,14,0
68822,997,840,4.0,17,17,0
68826,997,842,18.0,13,13,0
68829,998,20,171.0,1,1,4
68830,998,1,163.0,2,2,3
68831,998,8,116.0,3,3,0
68832,998,817,106.0,4,4,2
68833,998,4,40.0,8,8,0
68834,998,830,93.0,6,6,1
68836,998,822,104.0,5,5,0
68838,998,832,28.0,10,10,0
68839,998,815,24.0,12,12,0
68840,998,839,25.0,11,11,0
68841,998,844,13.0,14,14,0
68842,998,840,4.0,17,17,0
68846,998,842,18.0,13,13,0
68849,999,20,171.0,2,2,4
68850,999,1,188.0,1,1,4
68851,999,8,131.0,3,3,0
68852,999,817,106.0,5,5,2
68853,999,4,40.0,8,8,0
68854,999,830,105.0,6,6,1
68856,999,822,122.0,4,4,0
68858,999,832,28.0,12,12,0
68859,999,815,30.0,10,10,0
68860,999,839,29.0,11,11,0
68861,999,844,13.0,15,15,0
68862,999,840,4.0,18,18,0
68866,999,842,18.0,14,14,0
68869,1000,20,189.0,2,2,4
68870,1000,1,213.0,1,1,5
68871,1000,8,146.0,3,3,0
68872,1000,817,118.0,5,5,2
68873,1000,4,44.0,9,9,0
68874,1000,830,105.0,6,6,1
68876,1000,822,132.0,4,4,0
68878,1000,832,30.0,11,11,0
68879,1000,815,30.0,10,10,0
68880,1000,839,29.0,12,12,0
68881,1000,844,13.0,15,15,0
68882,1000,840,4.0,18,18,0
68886,1000,842,26.0,13,13,0
68889,1001,20,214.0,2,2,5
68890,1001,1,231.0,1,1,5
68891,1001,8,146.0,3,3,0
68892,1001,817,118.0,6,6,2
68893,1001,4,44.0,9,9,0
68894,1001,830,120.0,5,5,1
68896,1001,822,144.0,4,4,0
68898,1001,832,30.0,12,12,0
68899,1001,815,40.0,10,10,0
68900,1001,839,37.0,11,11,0
68901,1001,844,13.0,15,15,0
68902,1001,840,4.0,18,18,0
68906,1001,842,28.0,13,13,0
68966,1002,842,28.0,13,13,0
68958,1002,832,34.0,12,12,0
68956,1002,822,159.0,4,4,0
68952,1002,817,118.0,6,6,2
